Alemão,Português
aufprall,impacto
stewart,Stewart
hochzeiten,Casamentos
aneinander,junto
vorwurf,acusação
gehörten,ouviu
ausflippen,vire para fora
kehrte,virou-se
sonntags,Domingo
cyrus,Cyrus
garde,guarda
sonde,sonda
blutungen,sangramento
roosevelt,Roosevelt
flüchtlinge,refugiados
unterhose,cuecas
scotland,Escócia
instrumentalmusik,música instrumental
becca,Becca
heldin,heroína
geschmeckt,provado
rod,haste
unterstütze,apoiar
schluchzen,soluço
säcke,bolsas
psychopath,psicopata
madonna,Madonna
bezeugen,testemunhe
massage,massagem
geschmissen,jogado
pudding,pudim
einzuladen,convidar
meldete,relatado
ecken,cantos
bedrohen,ameaçar
lulu,Lulu
lichtjahre,anos luz
line,linha
schweig,Cale a boca. Fique quieto
zwecklos,sem sentido
teilnehmer,participante
charley,Charley
langeweile,tédio
offiziellen,oficial
rudi,Rudi
verzeihe,perdoar
hässlichen,feio
gewidmet,dedicada
tabak,tabaco
ernannt,nomeado
übler,mais desagradável
sandwiches,Sanduíches
adoptieren,adotar
geistern,fantasma
sheriffs,xerife
vorgesetzter,superior
kodex,código
südamerika,América do Sul
kostete,custo
verführt,seduzido
schonen,proteger
pauline,Pauline
machtlos,impotente
einsehen,ver
mythos,mito
verantworten,responder
ausschließlich,exclusivamente
ahh,ahh
pamela,Pamela
geschäften,lojas
zurückbekommen,Voltam
anrufst,chamar
marihuana,maconha
mithalten,manter
lebenszeichen,sinal da vida
woody,Woody
anmachen,para ligar
sklaverei,escravidão
haustier,animal doméstico
inseln,ilhas
ohh,Ohh
stützpunkt,base
trennt,separa
gesichtsausdruck,expressão facial
andré,André
gesunken,afundado
fernbedienung,controle remoto
verstärkt,reforçado
fã,fa
markus,Markus
element,elemento
sterling,Sterling
olga,Olga
verlegenheit,embaraço
metro,metrô
bruderschaft,fraternidade
probiere,tentar
wiederum,por sua vez
bereitschaft,espera
chet,chet
börse,Bolsa de Valores
aufsatz,reembolso
untergrund,subterrâneo
versiegelt,selado
gegenstände,objetos
gebildet,educado
rast,descansar
regiment,regimento
kostenlos,de graça
ausschuss,Comitê
dvd,DVD
gesprengt,explodir
ausweise,EU IA
allan,Allan
feindliche,inimigo
irina,Irina
feldwebel,sargento
zerbricht,quebrar
lenkt,Steers
durchdrehen,Vá Berserk
ausgelassen,exuberante
kramer,Chandler
tango,tango
respektlos,desrespeitoso
stripperin,stripper
hengst,garanhão
schwanzlutscher,galo
löse,afrouxamento
banane,banana
bloss,apenas
gavin,Gavin
skinner,Skinner
schurken,por conta própria
wäscht,lavar
daraufhin,Então
nico,Nico
walsh,Walsh
geschäftspartner,Parceiro de negócios
weggefahren,foi embora
psychologie,psicologia
zwing,ping
verständigen,comunicar
belastung,fardo
bender,Bender
bindung,vinculativo
sherman,Sherman
umarmt,abraçando
entkam,escapou
gespenst,assustado
konntet,conectado
menschenleben,vidas
wurdet,tornou-se
öde,desolado
ursprung,origem
geputzt,limpo
sektion,seção
schleppen,arrastar
erfassen,capturar
terrasse,terraço
wilhelm,Wilhelm
unbesorgt,incólume
warteten,esperou
eingereicht,submetido
sekretär,secretário
turk,turco
beruhigend,suavizante
angezündet,incendiado
verbrechens,crime
impuls,pulso
voreilig,precipitadamente
peitsche,chicote
griechen,grego
bennet,Bennet
installiert,Instalado
verlier,perdendo
rebellion,rebelião
karin,Karin
seemann,marinheiro
bones,ossos
aufgeräumt,limpo
verdiente,mereceu
elender,miserável
sound,som
absturz,colidir
begleichen,resolver
orgasmus,orgasmo
toto,toto
vögelchen,Passarinho
reinkommt,Entrem
renee,Renee
benachrichtigen,notificar
kavallerie,cavalaria
allerseits,todos
übe,praticando
constable,Polícia
weigern,recusar
wirklichen,real
aufträge,atribuições
beifall,aplausos
cents,centavos
angehörigen,parentes
damien,Damien
resultat,resultado
global,global
pennsylvania,Pensilvânia
warmen,aquecer
danielle,Danielle
verbiete,proibição
entschuldigst,desculpe
wahlen,escolher
aufziehen,colocar
weitem,distante
verdreht,torcido
powers,poder
vorschuss,avançar
bananen,banana
dex,Dex
schuf,criada
beschützer,protetor
fuer,para
wahrlich,verdadeiramente
hüften,quadril
q,Q
betrag,quantia
hysterisch,histérico
schwor,vibração
schlägerei,Brawl
flogen,voou
bösewicht,vilão
aufwachsen,crescer
römischen,romano
carolina,Carolina
auszeichnung,Prêmio
riskiere,risco
florence,Florence
ermöglichen,faça possível
komiker,comediante
auffallen,se destacarem
eingegangen,recebido
kondom,preservativo
besserung,melhoria
vinnie,Vinnie
karton,cartão
verspätet,atrasado
obhut,Cuidado
aufführung,desempenho
fraß,congeladas
abfahrt,Partida
hydra,Hidra
briefkasten,Caixa de letra
häftling,prisioneiro
ezra,Ezra
kat,gato
unterschätzen,subestimar
sisko,Sisko
hausfrau,dona de casa
hannes,Hannes
errichten,ereto
stapel,pilha
reparatur,reparar
pike,pique
reste,remanescentes
übereinstimmung,conformidade
entwurf,rascunho
shoppen,comprar
anliegen,emitir
täuschung,ilusão
doll,boneca
eliminieren,eliminar
verstärken,fortalecer
insassen,preso
mithilfe,ajuda
packung,pacote
u.s.,NÓS.
adressen,endereços
kang,Kang
themen,assuntos
aufteilen,dividir
unberechenbar,imprevisível
eingeschlagen,trança
verklagt,laminado
drohne,drone
vage,vago
hindernis,obstáculo
izzy,Izzy
qualifiziert,qualificado
solo,só
gierig,avarento
schreck,susto
verrotten,podridão
integrität,integridade
hinterkopf,atrás da cabeça
wundervollen,maravilhoso
lo,laço
lob,louvar
verwirren,confundir
allgemeinen,em geral
frustriert,frustrado
ohnmacht,desmaiando
autoschlüssel,Chave do carro
erfährst,experiência
image,imagem
grady,Grady
people,peepel
unheilvolle,ameaçador
kapieren,entender
zigarren,charuto
josé,Jose
joint,articulação
nachgehen,perseguir
gedrängt,empurrado
soziale,social
diente,servido
vieler,muitos
wissenschaftliche,científico
dastehen,ficar de pé
inmitten,meio
millie,Millie
brannte,queimado
mengen,valores
ausnahmsweise,excepcionalmente
silvester,Véspera de Ano Novo
berufen,nomear
schließfach,Armário
bunny,coelhinho
kenneth,Kenneth
tische,mesas
wasche,Lavanderia
vase,vaso
einhalten,reter
halfen,ajuda
übernahm,assumiu o controle
millionär,milionário
dreißig,trinta
bernadette,Bernadette
denjenigen,aqueles
begeisterung,entusiasmo
forscher,investigador
begabt,dotado
design,projeto
matthews,Matthews
taufe,batismo
entscheidend ,decisivo
